study	unique_study_id	file	chr	bp	min_p	cis_trans	ld_block	known_gene
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_18_23529502_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_18_23529502_4.tsv.gz	18	23127780	1.5448852697970781e-31	NA	EUR/18/22425453-25170857	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_18_60161902_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_18_60161902_1.tsv.gz	18	60183189	0	NA	EUR/18/59047676-60426196	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_18_60161902_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_18_60161902_2.tsv.gz	18	60144750	9.741022445887753e-112	NA	EUR/18/59047676-60426196	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_18_60161902_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_18_60161902_5.tsv.gz	18	60374482	1.1729636100532241e-27	NA	EUR/18/59047676-60426196	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_18_63253621_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_18_63253621_1.tsv.gz	18	63253621	1.3706214799841157e-92	NA	EUR/18/60426196-63290163	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_18_63253621_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_18_63253621_2.tsv.gz	18	63189796	5.189322984795601e-24	NA	EUR/18/60426196-63290163	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_18_63253621_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_18_63253621_3.tsv.gz	18	63235095	3.000531140329884e-24	NA	EUR/18/60426196-63290163	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_19_1079960_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_19_1079960_1.tsv.gz	19	1079960	1.7625628960935544e-46	NA	EUR/19/90949-1346777	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_19_1079960_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_19_1079960_2.tsv.gz	19	1104079	2.2473674564160535e-23	NA	EUR/19/90949-1346777	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_19_3179519_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_19_3179519_1.tsv.gz	19	3179886	3.2354086014235464e-28	NA	EUR/19/2538142-5354751	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_19_3179519_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_19_3179519_2.tsv.gz	19	3235088	6.681801682638142e-26	NA	EUR/19/2538142-5354751	NA
qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1	qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1_EUR_19_7707287_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1/finemapped/EUR_19_7707287_1.tsv.gz	19	7707287	5.528409999999999e-11	trans	EUR/19/6508319-8288001	ITGB2
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_19_16316300_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_19_16316300_2.tsv.gz	19	16316796	1.687138035331618e-66	NA	EUR/19/15120917-17934310	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_19_16316300_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_19_16316300_4.tsv.gz	19	16312528	2.2570777484267866e-127	NA	EUR/19/15120917-17934310	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_19_29809110_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_19_29809110_2.tsv.gz	19	29794641	6.927771826713123e-30	NA	EUR/19/29563710-32505700	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_19_39728809_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_19_39728809_2.tsv.gz	19	39728809	2.7656400850930597e-139	NA	EUR/19/36970383-39931263	NA
qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1	qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1_EUR_19_41319286_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1/finemapped/EUR_19_41319286_1.tsv.gz	19	41319286	6.06876e-16	trans	EUR/19/41195623-42788773	ITGBL1
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_19_44799247_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_19_44799247_1.tsv.gz	19	44799247	2.6668967187749055e-21	NA	EUR/19/42788773-44935906	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_19_45671788_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_19_45671788_1.tsv.gz	19	45671788	2.941710969752733e-56	NA	EUR/19/44935906-47026140	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_19_45239877_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_19_45239877_2.tsv.gz	19	45238075	2.6030993294071594e-43	NA	EUR/19/44935906-47026140	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_19_45239877_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_19_45239877_3.tsv.gz	19	45811636	2.564887494307557e-25	NA	EUR/19/44935906-47026140	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_19_47105966_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_19_47105966_4.tsv.gz	19	47097184	3.223751562022937e-65	NA	EUR/19/47026140-48198378	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_20_31695366_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_20_31695366_1.tsv.gz	20	31695366	1.2743472636029281e-31	NA	EUR/20/22799227-31989284	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_20_35437976_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_20_35437976_1.tsv.gz	20	35437976	3.984435202631204e-35	NA	EUR/20/31989284-38113966	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_20_35437976_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_20_35437976_2.tsv.gz	20	33490110	1.512489632798136e-32	NA	EUR/20/31989284-38113966	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_20_44028633_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_20_44029201_1.tsv.gz	20	44028633	1.900203002577234e-22	NA	EUR/20/43215885-45448756	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_20_52532117_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_20_52532117_1.tsv.gz	20	52532117	1.2350939660148615e-27	NA	EUR/20/50067982-53794844	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_21_35015509_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_21_35015509_4.tsv.gz	21	35015509	1.1602576572951957e-125	NA	EUR/21/34495846-36781246	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_21_35015509_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_21_35015509_5.tsv.gz	21	35340290	4.712271491103779e-55	NA	EUR/21/34495846-36781246	NA
qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1	qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1_EUR_21_44908184_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1/finemapped/EUR_21_44908184_1.tsv.gz	21	44908184	6.79764409924959e-51	cis	EUR/21/44756538-46073133	ITGB2
qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1	qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1_EUR_21_44908184_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1/finemapped/EUR_21_44908184_2.tsv.gz	21	44889397	2.6188489542039133e-15	cis	EUR/21/44756538-46073133	ITGB2
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_22_24225858_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_22_24225858_1.tsv.gz	22	24225858	2.2998525866861961e-32	NA	EUR/22/24009620-25537151	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_22_31329648_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_22_31329648_1.tsv.gz	22	31191169	9.421704340137935e-22	NA	EUR/22/29034471-32439511	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_22_37135396_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_22_37135396_2.tsv.gz	22	36915816	3.300508944259358e-25	NA	EUR/22/35695831-37164130	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_22_37135396_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_22_37135396_3.tsv.gz	22	37135396	1.4445810174145686e-27	NA	EUR/22/35695831-37164130	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_22_37135396_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_22_37135396_5.tsv.gz	22	36862461	4.323435843914531e-21	NA	EUR/22/35695831-37164130	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_22_41009749_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_22_41009749_1.tsv.gz	22	41009749	9.700631337839622e-39	NA	EUR/22/40808319-43175707	NA
qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1	qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1_EUR_22_43928847_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1/finemapped/EUR_22_43928847_1.tsv.gz	22	43928847	1.3203900000000002e-18	trans	EUR/22/43175707-44582535	ITGBL1
