study	unique_study_id	file	chr	bp	min_p	cis_trans	ld_region	known_gene	suspected_gene
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_1_44488466_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_1_44488466_1.tsv.gz	1	44488466	1.2000518202042658e-18	NA	EUR/1/43758457_44969182	NA	SLC6A9
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_1_46505309_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_1_46505309_1.tsv.gz	1	46505309	4.819477976251271e-45	NA	EUR/1/44969183_46899500	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_46598273_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_46598273_1.tsv.gz	1	46598273	4.3231469691088326e-14	NA	EUR/1/44969183_46899500	NA	PIK3R3
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_1_46146229_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_1_46146229_1.tsv.gz	1	46146229	2.2961486481123658e-15	NA	EUR/1/44969183_46899500	NA	GPBP1L1
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_1_45810865_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_1_45810865_1.tsv.gz	1	45810865	1.9002030025772182e-38	NA	EUR/1/44969183_46899500	NA	TESK2
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_1_47693220_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_1_47693220_1.tsv.gz	1	47693220	6.389987373482695e-98	NA	EUR/1/46899501_48002575	NA	TAL1
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_47670911_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_47670911_1.tsv.gz	1	47670911	3.0654906794258337e-77	NA	EUR/1/46899501_48002575	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_1_47670911_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_1_47670911_1.tsv.gz	1	47670911	1.299870237388607e-65	NA	EUR/1/46899501_48002575	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_1_48022107_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_1_48022107_1.tsv.gz	1	48022107	0	NA	EUR/1/48002576_48978187	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_1_48022107_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_1_48022107_2.tsv.gz	1	48030350	0	NA	EUR/1/48002576_48978187	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_1_51231279_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_1_51231279_1.tsv.gz	1	51231279	1.6500610013202253e-14	NA	EUR/1/49894177_51713725	NA	FAF1
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_1_51433687_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_1_51433687_1.tsv.gz	1	51433687	1.2379411516551063e-21	NA	EUR/1/49894177_51713725	NA	CDKN2C
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_1_53273481_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_1_53273481_1.tsv.gz	1	53273481	1.1199535223848856e-26	NA	EUR/1/51713726_54226261	NA	ZYG11B
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_1_53248603_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_1_53248603_1.tsv.gz	1	53248603	1.0139113857366798e-11	NA	EUR/1/51713726_54226261	NA	ZYG11B
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_1_56322314_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_1_56322314_1.tsv.gz	1	56322314	6.89922009844046e-57	NA	EUR/1/54226262_56413116	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_1_56620268_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_1_56620268_1.tsv.gz	1	56620268	2.5698039954022693e-11	NA	EUR/1/56413117_57021727	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_1_56907428_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_1_56907428_1.tsv.gz	1	56907428	2.5698039954022693e-11	NA	EUR/1/56413117_57021727	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_1_56900270_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_1_56900270_1.tsv.gz	1	56900270	4.300312336305423e-40	NA	EUR/1/56413117_57021727	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_1_61911157_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_1_61911157_1.tsv.gz	1	61911157	5.4200089040162375e-11	NA	EUR/1/59890409_61922364	NA	NFIA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_1_62902874_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_1_62902874_1.tsv.gz	1	62902874	1.5599116444075487e-32	NA	EUR/1/61922365_63455088	NA	USP1
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_62902874_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_62902874_1.tsv.gz	1	62902874	5.157034063026445e-17	NA	EUR/1/61922365_63455088	NA	USP1
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_1_62902874_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_1_62902874_1.tsv.gz	1	62902874	9.799411610955922e-19	NA	EUR/1/61922365_63455088	NA	USP1
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_1_63908735_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_1_63908735_1.tsv.gz	1	63908735	2.350011567436364e-9	NA	EUR/1/63455089_65041703	NA	ITGB3BP
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_63901428_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_63901428_1.tsv.gz	1	63901428	5.180837850719923e-11	NA	EUR/1/63455089_65041703	NA	ALG6
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_1_63901428_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_1_63901428_1.tsv.gz	1	63901428	3.7999685303685536e-8	NA	EUR/1/63455089_65041703	NA	ALG6
qtl-GTEx-eQTL-cis-Adipose-subcutaneous-ENSG00000142856	qtl-GTEx-eQTL-cis-Adipose-subcutaneous-ENSG00000142856_EUR_1_63907128_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-GTEx-eQTL-cis-Adipose-subcutaneous-ENSG00000142856/finemapped/EUR_1_63907128_1.tsv.gz	1	63907128	0	cis	EUR/1/63455089_65041703	ITGB3BP	ITGB3BP
qtl-GTEx-eQTL-cis-Artery-Aorta-ENSG00000142856	qtl-GTEx-eQTL-cis-Artery-Aorta-ENSG00000142856_EUR_1_63907128_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-GTEx-eQTL-cis-Artery-Aorta-ENSG00000142856/finemapped/EUR_1_63907128_1.tsv.gz	1	63907128	3.4386e-118	cis	EUR/1/63455089_65041703	ITGB3BP	ITGB3BP
qtl-GTEx-eQTL-cis-Heart-Atrial-Appendage-ENSG00000142856	qtl-GTEx-eQTL-cis-Heart-Atrial-Appendage-ENSG00000142856_EUR_1_63907128_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-GTEx-eQTL-cis-Heart-Atrial-Appendage-ENSG00000142856/finemapped/EUR_1_63907128_1.tsv.gz	1	63907128	7.349959999999999e-103	cis	EUR/1/63455089_65041703	ITGB3BP	ITGB3BP
qtl-GTEx-eQTL-cis-Heart-Left-Ventricle-ENSG00000142856	qtl-GTEx-eQTL-cis-Heart-Left-Ventricle-ENSG00000142856_EUR_1_63907128_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-GTEx-eQTL-cis-Heart-Left-Ventricle-ENSG00000142856/finemapped/EUR_1_63907128_1.tsv.gz	1	63907128	1.0403799999999992e-96	cis	EUR/1/63455089_65041703	ITGB3BP	ITGB3BP
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_1_66013848_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_1_66013848_1.tsv.gz	1	66013848	3.23966422434845e-30	NA	EUR/1/65041704_66939403	NA	LEPR
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_66135954_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_66135954_1.tsv.gz	1	66135954	9.28538680439702e-24	NA	EUR/1/65041704_66939403	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_1_65281910_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_1_65281910_1.tsv.gz	1	65281910	2.3878112829131e-291	NA	EUR/1/65041704_66939403	NA	RAVER2
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_1_66154330_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_1_66154330_1.tsv.gz	1	66154330	2.3878112829131e-291	NA	EUR/1/65041704_66939403	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_1_66163183_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_1_66163183_1.tsv.gz	1	66163183	2.3878112829131e-291	NA	EUR/1/65041704_66939403	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_1_66166603_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_1_66166603_1.tsv.gz	1	66166603	2.3878112829131e-291	NA	EUR/1/65041704_66939403	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_1_66178064_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_1_66178064_1.tsv.gz	1	66178064	2.3878112829131e-291	NA	EUR/1/65041704_66939403	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_1_66651896_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_1_66651896_1.tsv.gz	1	66651896	2.3878112829131e-291	NA	EUR/1/65041704_66939403	NA	PDE4B
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_1_66853783_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_1_66853783_1.tsv.gz	1	66853783	2.3878112829131e-291	NA	EUR/1/65041704_66939403	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_1_66146246_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_1_66146246_1.tsv.gz	1	66146246	8.99911910870052e-41	NA	EUR/1/65041704_66939403	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_1_68165693_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_1_68165693_1.tsv.gz	1	68165693	1.7599486638014694e-38	NA	EUR/1/66939404_68477894	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_67882684_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_67882684_1.tsv.gz	1	67882684	1.2568978981955443e-26	NA	EUR/1/66939404_68477894	NA	SERBP1
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_68197671_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_68197671_1.tsv.gz	1	68197671	1.2568978981955443e-26	NA	EUR/1/66939404_68477894	NA	GNG12
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_1_68198869_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_1_68198869_1.tsv.gz	1	68198869	8.900204796255199e-38	NA	EUR/1/66939404_68477894	NA	GNG12
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_1_68721237_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_1_68721237_1.tsv.gz	1	68721237	1.5900105282148632e-11	NA	EUR/1/68477895_69687615	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_1_78623626_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_1_78623626_1.tsv.gz	1	78623626	5.123892386646775e-17	NA	EUR/1/76728135_79661197	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_1_79441458_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_1_79441458_1.tsv.gz	1	79441458	1.0899334970270668e-12	NA	EUR/1/76728135_79661197	NA	ADGRL4
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_1_78450517_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_1_78450517_1.tsv.gz	1	78059464	0	NA	EUR/1/76728135_79661197	NA	ZZZ3
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_1_78450517_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_1_78450517_2.tsv.gz	1	78443488	0	NA	EUR/1/76728135_79661197	NA	FUBP1
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_1_78450517_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_1_78450517_3.tsv.gz	1	78243550	0	NA	EUR/1/76728135_79661197	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_1_78450517_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_1_78450517_4.tsv.gz	1	77961915	0	NA	EUR/1/76728135_79661197	NA	AK5
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_78450517_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_78450517_1.tsv.gz	1	78402655	0	NA	EUR/1/76728135_79661197	NA	NEXN
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_78450517_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_78450517_2.tsv.gz	1	78407509	0	NA	EUR/1/76728135_79661197	NA	NEXN
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_78450517_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_78450517_3.tsv.gz	1	78302233	0	NA	EUR/1/76728135_79661197	NA	MIGA1
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_78450517_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_78450517_4.tsv.gz	1	78596842	2.968714129546325e-242	NA	EUR/1/76728135_79661197	NA	GIPC2
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_78450517_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_78450517_5.tsv.gz	1	78308234	1.3875880037716954e-163	NA	EUR/1/76728135_79661197	NA	MIGA1
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_1_77967507_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_1_77967507_1.tsv.gz	1	77967507	2.0545655415261735e-10	NA	EUR/1/76728135_79661197	NA	AK5
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_1_78334629_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_1_78334629_1.tsv.gz	1	78334629	7.655966069112566e-10	NA	EUR/1/76728135_79661197	NA	MIGA1
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_1_78704975_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_1_78704975_1.tsv.gz	1	78704975	1.0999931989351933e-8	NA	EUR/1/76728135_79661197	NA	MGC27382
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_1_89295330_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_1_89295330_1.tsv.gz	1	89295330	4.340102636447431e-16	NA	EUR/1/88128631_90066302	NA	PKN2
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_1_89174253_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_1_89174253_1.tsv.gz	1	89174253	4.600446663934788e-11	NA	EUR/1/88128631_90066302	NA	PKN2
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_1_91530432_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_1_91530432_1.tsv.gz	1	91530432	1.5160027880536772e-39	NA	EUR/1/90066303_91886316	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_1_93466062_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_1_93466062_1.tsv.gz	1	93466062	5.989630064029512e-11	NA	EUR/1/91886317_93536458	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_1_93304584_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_1_93304584_1.tsv.gz	1	93304584	1.3099960918073089e-10	NA	EUR/1/91886317_93536458	NA	DIPK1A
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_1_93698222_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_1_93698222_1.tsv.gz	1	93698222	8.230003122773448e-12	NA	EUR/1/93536459_94506190	NA	CCDC18
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_93538949_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_93538949_1.tsv.gz	1	93538949	3.4642561768804486e-10	NA	EUR/1/93536459_94506190	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_1_93720070_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_1_93720070_1.tsv.gz	1	93720070	3.432416650121207e-12	NA	EUR/1/93536459_94506190	NA	CCDC18
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_1_93538949_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_1_93538949_1.tsv.gz	1	93538949	1.1000185275062197e-15	NA	EUR/1/93536459_94506190	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_1_100847969_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_1_100847969_1.tsv.gz	1	100847969	9.7319529359228e-10	NA	EUR/1/100826405_102041015	NA	CDC14A
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_1_109816863_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_1_109816863_1.tsv.gz	1	109816863	1.5681947659159635e-11	NA	EUR/1/108409665_110303930	NA	CELSR2
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_1_108574816_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_1_108574816_1.tsv.gz	1	108574816	9.314080775680542e-9	NA	EUR/1/108409665_110303930	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_1_110470764_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_1_110470764_1.tsv.gz	1	110470764	2.9700242820745492e-9	NA	EUR/1/110303931_111741736	NA	CSF1
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_1_111740345_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_1_111740345_1.tsv.gz	1	111740345	9.482001070195073e-12	NA	EUR/1/110303931_111741736	NA	DENND2D
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_1_113190807_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_1_113190807_1.tsv.gz	1	113190807	2.317847361236921e-28	NA	EUR/1/111741737_113273305	NA	CAPZA1
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_1_113190807_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_1_113190807_2.tsv.gz	1	113098534	6.009546175505456e-20	NA	EUR/1/111741737_113273305	NA	ST7L
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_1_113190807_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_1_113190807_3.tsv.gz	1	112538743	5.4450325862003536e-8	NA	EUR/1/111741737_113273305	NA	LINC01750
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_1_112145503_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_1_112145503_1.tsv.gz	1	112145503	1.2699891189181112e-8	NA	EUR/1/111741737_113273305	NA	LINC01160
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_1_112328245_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_1_112328245_1.tsv.gz	1	112328245	8.539845231570201e-10	NA	EUR/1/111741737_113273305	NA	KCND3
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_114443899_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_114443899_1.tsv.gz	1	114443899	1.314619288216086e-11	NA	EUR/1/113273306_114873844	NA	AP4B1
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_1_115062527_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_1_115062527_1.tsv.gz	1	115062527	1.5900105282148632e-32	NA	EUR/1/114873845_115880592	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_114922790_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_114922790_1.tsv.gz	1	114922790	1.1225352818901682e-24	NA	EUR/1/114873845_115880592	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_1_114922790_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_1_114922790_1.tsv.gz	1	114922790	3.699985311728603e-28	NA	EUR/1/114873845_115880592	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_1_118153977_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_1_118153977_1.tsv.gz	1	118153977	9.41022483526746e-59	NA	EUR/1/115880593_118839066	NA	TENT5C
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_1_118518464_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_1_118518464_1.tsv.gz	1	118518464	9.41022483526746e-59	NA	EUR/1/115880593_118839066	NA	SPAG17
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_118187199_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_118187199_1.tsv.gz	1	118187199	1.6576773368488672e-39	NA	EUR/1/115880593_118839066	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_1_118251143_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_1_118251143_1.tsv.gz	1	118251143	1.6576773368488672e-39	NA	EUR/1/115880593_118839066	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_1_118171453_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_1_118171453_1.tsv.gz	1	118171453	2.1602300347747357e-25	NA	EUR/1/115880593_118839066	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_1_118154575_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_1_118154575_1.tsv.gz	1	118154575	6.7998604500332716e-43	NA	EUR/1/115880593_118839066	NA	TENT5C
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_1_118089046_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_1_118089046_1.tsv.gz	1	118089046	6.799860450033161e-66	NA	EUR/1/115880593_118839066	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_1_118187199_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_1_118187199_1.tsv.gz	1	118187199	6.799860450033161e-66	NA	EUR/1/115880593_118839066	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_1_118251143_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_1_118251143_1.tsv.gz	1	118251143	6.799860450033161e-66	NA	EUR/1/115880593_118839066	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_1_120257576_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_1_120257576_1.tsv.gz	1	120257576	1.519847452928482e-16	NA	EUR/1/118839067_144977493	NA	PHGDH
